user,park,rating,activity
492856436230,374960368,1,nature
984321349612,374960368,1,nature
226684243401,2841550,1,nature
195837615024,2841550,1,nature
226684243401,9184779,1,nature
885991735809,282900484,1,nature
405600801971,282900484,1,nature
96864364536,4270744,1,nature
96864364536,3241371,1,nature
517464898590,4962554,1,nature
824353309904,4962554,1,nature
428236772950,4962554,1,nature
454888812287,4962554,1,nature
517464898590,307879923,1,nature
61602460086,556485860,1,nature
405600801971,556485860,1,nature
887310194334,556485860,1,nature
720924364456,24228419,1,nature
720924364456,162578781,1,nature
81203834902,4072806,1,nature
228776903309,4072806,1,nature
244546452823,13085344,1,nature
761243686663,4929878,1,nature
472989158679,4929878,1,nature
119262567805,2200771,1,nature
824353309904,2200771,1,nature
646586542531,2200771,1,nature
355655345616,2200771,1,nature
223468905344,2200771,1,nature
267499787121,2200771,1,nature
743965612271,11019215,1,nature
260447874823,11019215,1,nature
743965612271,329742885,1,nature
512412989577,1034346603,1,nature
18845756594,1290065,1,nature
138943124847,1290065,1,nature
227585067010,22703168,1,nature
997771522407,22703168,1,nature
982569557824,18934744,1,nature
989260491162,507836936,1,nature
225030693811,507836936,1,nature
405600801971,507836936,1,nature
280026690554,507836936,1,nature
501676100679,507836936,1,nature
989260491162,5551993,1,nature
225030693811,982728997,1,nature
748096265832,3118071,1,nature
770947517496,3118071,1,nature
990636100974,3118071,1,nature
396775253471,506179582,1,nature
774062049528,479395647,1,nature
774062049528,9384065,1,nature
774062049528,8125258,1,nature
405600801971,13868329,1,nature
267499787121,13868329,1,nature
728325182950,23567194,1,nature
479894181680,4259687,1,nature
374799004218,3079567,1,nature
231282193767,7333569,1,nature
65243272214,7333569,1,nature
501359824741,153276519,1,nature
280026690554,4256264,1,nature
280026690554,14755741,1,nature
195151066004,371260392,1,nature
260447874823,48917048,1,nature
260447874823,146798326,1,nature
261139935740,9184699,1,nature
261139935740,8048639,1,nature
64752537237,4285108,1,nature
952820971653,4285108,1,nature
144233760481,4285108,1,nature
287983954336,4205108,1,nature
65148419016,491619624,1,nature
195837615024,23195980,1,nature
472989158679,23458104,1,nature
984321349612,23458104,1,nature
553307826521,156510046,1,nature
788488856464,2915129,1,nature
788488856464,452334990,1,nature
788488856464,40858003,1,nature
723034698264,8038030,1,nature
193176266067,4045842,1,nature
724032032546,4380345,1,nature
724032032546,4239815,1,nature
724032032546,4252522,1,nature
984321349612,4251186,1,nature
952820971653,699121062,1,nature
386152746890,24226433,1,nature
386152746890,34750460,1,nature
86374395012,3400436,1,nature
990636100974,4898913,1,nature
155033041182,4898913,1,nature
902505307744,11032324,1,nature
902505307744,100809453,1,nature
36063692867,4078567,1,nature
25591210483,956335691,1,nature
779806105187,285245099,1,nature
236154775068,155241574,1,nature
672054977563,646813261,1,nature
672054977563,5243866,1,nature
144233760481,39895358,1,nature
997771522407,384804317,1,nature
997771522407,7945978,1,nature
565091225696,27833625,1,nature
329987977272,51260440,1,nature
404777691258,51260440,1,nature
302024801544,51260440,1,nature
529098561091,51260440,1,nature
882919690172,51260440,1,nature
11775140672,51260440,1,nature
989836607458,51260440,1,nature
211250518781,51260440,1,nature
196974631806,51260440,1,nature
216918287520,51260440,1,nature
619261535277,51260440,1,nature
598086110736,51260440,1,nature
285139594307,51260440,1,nature
845677733441,51260440,1,nature
121002321574,51260440,1,nature
556989781063,51260440,1,nature
698128204329,51260440,1,nature
734650011271,51260440,1,nature
26565449563,51260440,1,nature
833356783453,51260440,1,nature
878691035210,51260440,1,nature
911960411669,51260440,1,nature
287512444677,51260440,1,nature
213538933443,51260440,1,nature
490936301051,51260440,1,nature
329987977272,1384127,1,nature
578052584300,1384127,1,nature
211250518781,1384127,1,nature
534610636195,1384127,1,nature
159304673719,1384127,1,nature
120771021254,1384127,1,nature
432309719858,1384127,1,nature
845677733441,1384127,1,nature
556989781063,1384127,1,nature
474538034638,1384127,1,nature
605315069779,1384127,1,nature
911960411669,1384127,1,nature
402754321473,556485860,1,nature
449222853440,556485860,1,nature
602775416046,556485860,1,nature
578052584300,372975520,1,nature
73495700758,372975520,1,nature
211250518781,372975520,1,nature
196974631806,372975520,1,nature
846354090158,372975520,1,nature
120771021254,372975520,1,nature
507041385792,372975520,1,nature
619261535277,372975520,1,nature
742351475947,372975520,1,nature
432309719858,372975520,1,nature
845677733441,372975520,1,nature
556989781063,372975520,1,nature
45950393060,372975520,1,nature
791377314508,372975520,1,nature
474538034638,372975520,1,nature
605315069779,372975520,1,nature
287512444677,372975520,1,nature
18919865513,372975520,1,nature
578052584300,374960368,1,nature
534610636195,374960368,1,nature
432309719858,374960368,1,nature
333739185101,374960368,1,nature
791377314508,374960368,1,nature
474538034638,374960368,1,nature
578052584300,3986346,1,nature
196974631806,3986346,1,nature
507041385792,3986346,1,nature
578052584300,664755005,1,nature
407428674667,664755005,1,nature
529098561091,664755005,1,nature
882919690172,664755005,1,nature
319096087691,664755005,1,nature
11775140672,664755005,1,nature
989836607458,664755005,1,nature
211250518781,664755005,1,nature
22007252097,664755005,1,nature
207823667079,664755005,1,nature
432309719858,664755005,1,nature
484017118832,664755005,1,nature
556989781063,664755005,1,nature
735171241972,664755005,1,nature
602775416046,664755005,1,nature
474538034638,664755005,1,nature
12041112644,664755005,1,nature
878691035210,664755005,1,nature
911960411669,664755005,1,nature
396167616861,664755005,1,nature
117798925723,664755005,1,nature
998264180490,664755005,1,nature
651370189282,664755005,1,nature
18919865513,664755005,1,nature
213538933443,664755005,1,nature
302024801544,4481793,1,nature
490936301051,4481793,1,nature
882919690172,4946747,1,nature
845677733441,4946747,1,nature
368858781560,4946747,1,nature
165494920201,4946747,1,nature
989836607458,4285108,1,nature
598086110736,4285108,1,nature
285139594307,4285108,1,nature
878691035210,4285108,1,nature
290501242916,2200771,1,nature
96248786772,507836936,1,nature
980426100456,507836936,1,nature
932502459463,507836936,1,nature
45950393060,507836936,1,nature
954229034363,507836936,1,nature
605315069779,507836936,1,nature
911960411669,507836936,1,nature
18919865513,507836936,1,nature
96248786772,24228419,1,nature
196974631806,158748808,1,nature
619261535277,158748808,1,nature
484017118832,158748808,1,nature
987184869592,158748808,1,nature
878691035210,158748808,1,nature
911960411669,158748808,1,nature
22007252097,10699657,1,nature
534610636195,506179582,1,nature
534610636195,8137262,1,nature
507041385792,8137262,1,nature
121002321574,8137262,1,nature
534610636195,5044055,1,nature
534610636195,7144119,1,nature
726083144984,43961614,1,nature
285139594307,43961614,1,nature
726083144984,30170658,1,nature
761249462264,30170658,1,nature
285139594307,30170658,1,nature
368858781560,30170658,1,nature
165494920201,30170658,1,nature
846354090158,23063393,1,nature
987184869592,23063393,1,nature
859500975040,23063393,1,nature
417080803503,23063393,1,nature
698128204329,23063393,1,nature
262608538674,23063393,1,nature
117798925723,23063393,1,nature
931951896317,31179083,1,nature
507041385792,41407314,1,nature
761249462264,41407314,1,nature
378290016989,41407314,1,nature
285139594307,41407314,1,nature
735171241972,41407314,1,nature
507041385792,4483968,1,nature
602775416046,4483968,1,nature
605315069779,4483968,1,nature
742351475947,4419221,1,nature
45950393060,4419221,1,nature
980426100456,4357123,1,nature
980426100456,4357123,1,nature
980426100456,10277879,1,nature
980426100456,300330159,1,nature
932502459463,3118071,1,nature
605315069779,3118071,1,nature
451945359643,3118071,1,nature
333739185101,840130236,1,nature
833356783453,840130236,1,nature
12041112644,840130236,1,nature
287512444677,840130236,1,nature
451945359643,840130236,1,nature
18919865513,840130236,1,nature
333739185101,1290065,1,nature
605315069779,1290065,1,nature
833356783453,1290065,1,nature
484017118832,11019215,1,nature
378290016989,3225814,1,nature
327538046349,3225814,1,nature
449222853440,122228352,1,nature
430500104174,122228352,1,nature
117798925723,122228352,1,nature
449222853440,163200530,1,nature
598086110736,2841550,1,nature
285139594307,4898913,1,nature
285139594307,953818152,1,nature
859500975040,667708097,1,nature
859500975040,23051299,1,nature
346673888698,1030729521,1,nature
346673888698,3872808,1,nature
417080803503,863554956,1,nature
18919865513,863554956,1,nature
783575050769,146798326,1,nature
698128204329,4962554,1,nature
262608538674,4962554,1,nature
12041112644,4962554,1,nature
262608538674,11127855,1,nature
287512444677,11127855,1,nature
262608538674,26283654,1,nature
602775416046,4242930,1,nature
602775416046,25701057,1,nature
551263098043,8038030,1,nature
551263098043,7663738,1,nature
734650011271,4097476,1,nature
605315069779,4082666,1,nature
134003812265,5268462,1,nature
911960411669,5268462,1,nature
838180775722,536499671,1,nature
838180775722,5976819,1,nature
396167616861,818883557,1,nature
287512444677,4256264,1,nature
451945359643,4509080,1,nature
165494920201,5095245,1,nature
165494920201,13085344,1,nature
213538933443,7333569,1,nature
361198577555,664755005,1,physical
776020893017,664755005,1,physical
9512864709,664755005,1,physical
899134565898,664755005,1,physical
909027755882,664755005,1,physical
890927718227,664755005,1,physical
564599407447,664755005,1,physical
662678289195,664755005,1,physical
5872256163,664755005,1,physical
61602460086,664755005,1,physical
81203834902,664755005,1,physical
743965612271,664755005,1,physical
324448965208,664755005,1,physical
939106541907,664755005,1,physical
748096265832,664755005,1,physical
635960639897,664755005,1,physical
492856436230,664755005,1,physical
536688923657,664755005,1,physical
9081110366,664755005,1,physical
55621699154,664755005,1,physical
236154775068,664755005,1,physical
361186174055,664755005,1,physical
155033041182,664755005,1,physical
361198577555,51260440,1,physical
650142609016,51260440,1,physical
776020893017,51260440,1,physical
476309638122,51260440,1,physical
248217946264,51260440,1,physical
909027755882,51260440,1,physical
580259858756,51260440,1,physical
7275626642,51260440,1,physical
105840063946,51260440,1,physical
563547318815,51260440,1,physical
805483462859,51260440,1,physical
13953438021,51260440,1,physical
517464898590,51260440,1,physical
61602460086,51260440,1,physical
227585067010,51260440,1,physical
369024496429,51260440,1,physical
320867686494,51260440,1,physical
231282193767,51260440,1,physical
492856436230,51260440,1,physical
64752537237,51260440,1,physical
65148419016,51260440,1,physical
926267623587,51260440,1,physical
195284713042,51260440,1,physical
569555987189,51260440,1,physical
770947517496,51260440,1,physical
501676100679,51260440,1,physical
299020539446,51260440,1,physical
361198577555,372975520,1,physical
979989478027,372975520,1,physical
776020893017,372975520,1,physical
522093561629,372975520,1,physical
211464624979,372975520,1,physical
476309638122,372975520,1,physical
159318839237,372975520,1,physical
772299367454,372975520,1,physical
467453501208,372975520,1,physical
120855557223,372975520,1,physical
580259858756,372975520,1,physical
240735348688,372975520,1,physical
422394599806,372975520,1,physical
890927718227,372975520,1,physical
7275626642,372975520,1,physical
172242220137,372975520,1,physical
564599407447,372975520,1,physical
961201226424,372975520,1,physical
662678289195,372975520,1,physical
636248457930,372975520,1,physical
961358352930,372975520,1,physical
897886012028,372975520,1,physical
226684243401,372975520,1,physical
563547318815,372975520,1,physical
885991735809,372975520,1,physical
320706554904,372975520,1,physical
96864364536,372975520,1,physical
13953438021,372975520,1,physical
119262567805,372975520,1,physical
691780779257,372975520,1,physical
227585067010,372975520,1,physical
939106541907,372975520,1,physical
369024496429,372975520,1,physical
405600801971,372975520,1,physical
824353309904,372975520,1,physical
557472134123,372975520,1,physical
374799004218,372975520,1,physical
231282193767,372975520,1,physical
267733820123,372975520,1,physical
501359824741,372975520,1,physical
280026690554,372975520,1,physical
195151066004,372975520,1,physical
228776903309,372975520,1,physical
492856436230,372975520,1,physical
64752537237,372975520,1,physical
287983954336,372975520,1,physical
53060971822,372975520,1,physical
65148419016,372975520,1,physical
195837615024,372975520,1,physical
831163954486,372975520,1,physical
926267623587,372975520,1,physical
195284713042,372975520,1,physical
569555987189,372975520,1,physical
770947517496,372975520,1,physical
723034698264,372975520,1,physical
987601321427,372975520,1,physical
667902873596,372975520,1,physical
168467087148,372975520,1,physical
724032032546,372975520,1,physical
355655345616,372975520,1,physical
369904705482,372975520,1,physical
578185404682,372975520,1,physical
119715322739,372975520,1,physical
501676100679,372975520,1,physical
86374395012,372975520,1,physical
879403912789,372975520,1,physical
112728850456,372975520,1,physical
950504733078,372975520,1,physical
10928272356,372975520,1,physical
55621699154,372975520,1,physical
381799406014,372975520,1,physical
672054977563,372975520,1,physical
299020539446,372975520,1,physical
997771522407,372975520,1,physical
887310194334,372975520,1,physical
361198577555,30613392,1,physical
818523142296,11127855,1,physical
776020893017,11127855,1,physical
467453501208,11127855,1,physical
120855557223,11127855,1,physical
580259858756,11127855,1,physical
371081282643,11127855,1,physical
885991735809,11127855,1,physical
320706554904,11127855,1,physical
805483462859,11127855,1,physical
879082927873,11127855,1,physical
890614205706,11127855,1,physical
939106541907,11127855,1,physical
405600801971,11127855,1,physical
824353309904,11127855,1,physical
231282193767,11127855,1,physical
94413055980,11127855,1,physical
228776903309,11127855,1,physical
646586542531,11127855,1,physical
85639202967,11127855,1,physical
831824742192,11127855,1,physical
831163954486,11127855,1,physical
926267623587,11127855,1,physical
193176266067,11127855,1,physical
987601321427,11127855,1,physical
355655345616,11127855,1,physical
521937539936,11127855,1,physical
223468905344,11127855,1,physical
578185404682,11127855,1,physical
112728850456,11127855,1,physical
997771522407,11127855,1,physical
818523142296,1384127,1,physical
211464624979,1384127,1,physical
476309638122,1384127,1,physical
909027755882,1384127,1,physical
467453501208,1384127,1,physical
120855557223,1384127,1,physical
580259858756,1384127,1,physical
890927718227,1384127,1,physical
172242220137,1384127,1,physical
961201226424,1384127,1,physical
191582709840,1384127,1,physical
662678289195,1384127,1,physical
105840063946,1384127,1,physical
636248457930,1384127,1,physical
961358352930,1384127,1,physical
5872256163,1384127,1,physical
320706554904,1384127,1,physical
805483462859,1384127,1,physical
61602460086,1384127,1,physical
743965612271,1384127,1,physical
324448965208,1384127,1,physical
939106541907,1384127,1,physical
405600801971,1384127,1,physical
479894181680,1384127,1,physical
374799004218,1384127,1,physical
267733820123,1384127,1,physical
94413055980,1384127,1,physical
721015805247,1384127,1,physical
635960639897,1384127,1,physical
831824742192,1384127,1,physical
53060971822,1384127,1,physical
9081110366,1384127,1,physical
987601321427,1384127,1,physical
875515633371,1384127,1,physical
369904705482,1384127,1,physical
267499787121,1384127,1,physical
86374395012,1384127,1,physical
879403912789,1384127,1,physical
112728850456,1384127,1,physical
950504733078,1384127,1,physical
10928272356,1384127,1,physical
55621699154,1384127,1,physical
381799406014,1384127,1,physical
361186174055,1384127,1,physical
672054977563,1384127,1,physical
299020539446,1384127,1,physical
997771522407,1384127,1,physical
818523142296,4483968,1,physical
650142609016,4483968,1,physical
159318839237,4483968,1,physical
580259858756,4483968,1,physical
521037369836,4483968,1,physical
172242220137,4483968,1,physical
191582709840,4483968,1,physical
937294878192,4483968,1,physical
5872256163,4483968,1,physical
720924364456,4483968,1,physical
761243686663,4483968,1,physical
80721093851,4483968,1,physical
314584672337,4483968,1,physical
335424501640,4483968,1,physical
472989158679,4483968,1,physical
875515633371,4483968,1,physical
528917950228,4483968,1,physical
521937539936,4483968,1,physical
369904705482,4483968,1,physical
879403912789,4483968,1,physical
950504733078,4483968,1,physical
55621699154,4483968,1,physical
381799406014,4483968,1,physical
299020539446,4483968,1,physical
155033041182,4483968,1,physical
83306697282,482276804,1,physical
536688923657,482276804,1,physical
83306697282,4234648,1,physical
83306697282,1030729521,1,physical
83306697282,321496805,1,physical
83306697282,4384263,1,physical
979989478027,4946747,1,physical
441636520717,4946747,1,physical
990636100974,4946747,1,physical
979989478027,507836936,1,physical
371081282643,507836936,1,physical
989260491162,507836936,1,physical
225030693811,507836936,1,physical
405600801971,507836936,1,physical
280026690554,507836936,1,physical
195151066004,507836936,1,physical
501676100679,507836936,1,physical
361186174055,507836936,1,physical
155033041182,507836936,1,physical
887310194334,507836936,1,physical
979989478027,840130236,1,physical
776020893017,840130236,1,physical
911028455164,840130236,1,physical
248217946264,840130236,1,physical
772299367454,840130236,1,physical
120855557223,840130236,1,physical
105840063946,840130236,1,physical
226684243401,840130236,1,physical
563547318815,840130236,1,physical
805483462859,840130236,1,physical
61602460086,840130236,1,physical
18845756594,840130236,1,physical
227585067010,840130236,1,physical
369024496429,840130236,1,physical
557472134123,840130236,1,physical
231282193767,840130236,1,physical
688416029023,840130236,1,physical
794654399674,840130236,1,physical
287983954336,840130236,1,physical
65148419016,840130236,1,physical
195837615024,840130236,1,physical
926267623587,840130236,1,physical
569555987189,840130236,1,physical
788488856464,840130236,1,physical
952820971653,840130236,1,physical
879403912789,840130236,1,physical
779806105187,840130236,1,physical
381799406014,840130236,1,physical
144233760481,840130236,1,physical
155033041182,840130236,1,physical
776020893017,22696585,1,physical
261139935740,22696585,1,physical
195284713042,22696585,1,physical
168467087148,22696585,1,physical
776020893017,4406359,1,physical
890614205706,4406359,1,physical
228776903309,4406359,1,physical
578185404682,4406359,1,physical
236154775068,4406359,1,physical
776020893017,23063393,1,physical
5872256163,23063393,1,physical
227585067010,23063393,1,physical
231282193767,23063393,1,physical
195837615024,23063393,1,physical
770947517496,23063393,1,physical
522093561629,4045176,1,physical
767997181575,4045176,1,physical
522093561629,4242930,1,physical
960205792058,4242930,1,physical
522093561629,863554956,1,physical
691780779257,863554956,1,physical
267733820123,863554956,1,physical
476309638122,8137262,1,physical
676933223210,8137262,1,physical
563547318815,8137262,1,physical
61602460086,8137262,1,physical
691780779257,8137262,1,physical
396775253471,8137262,1,physical
794654399674,8137262,1,physical
960205792058,8137262,1,physical
723034698264,8137262,1,physical
381799406014,8137262,1,physical
476309638122,3986346,1,physical
61602460086,3986346,1,physical
227585067010,3986346,1,physical
939106541907,3986346,1,physical
476309638122,158748808,1,physical
899134565898,4097476,1,physical
909027755882,4097476,1,physical
371081282643,4097476,1,physical
153723140132,4097476,1,physical
119262567805,4097476,1,physical
85639202967,4097476,1,physical
171340544027,4097476,1,physical
788488856464,4097476,1,physical
723034698264,4097476,1,physical
119715322739,4097476,1,physical
879403912789,4097476,1,physical
865156192541,23517717,1,physical
304489355501,23517717,1,physical
911028455164,4260009,1,physical
7275626642,4260009,1,physical
13953438021,4260009,1,physical
911028455164,8614502,1,physical
909027755882,4481793,1,physical
120855557223,4481793,1,physical
739044006902,4481793,1,physical
879082927873,4481793,1,physical
748096265832,4481793,1,physical
85639202967,4481793,1,physical
9081110366,4481793,1,physical
586502439550,2172601,1,physical
563547318815,2172601,1,physical
405600801971,2172601,1,physical
646586542531,2172601,1,physical
859108427065,2172601,1,physical
831163954486,2172601,1,physical
521937539936,2172601,1,physical
586502439550,23621837,1,physical
159318839237,21365057,1,physical
831163954486,21365057,1,physical
772299367454,1290065,1,physical
120855557223,1290065,1,physical
559724750646,1290065,1,physical
521037369836,1290065,1,physical
226684243401,1290065,1,physical
13953438021,1290065,1,physical
18845756594,1290065,1,physical
138943124847,1290065,1,physical
65148419016,1290065,1,physical
569555987189,1290065,1,physical
770947517496,1290065,1,physical
788488856464,1290065,1,physical
779806105187,1290065,1,physical
144233760481,1290065,1,physical
155033041182,1290065,1,physical
772299367454,2841550,1,physical
226684243401,2841550,1,physical
369024496429,2841550,1,physical
195837615024,2841550,1,physical
